fullname,html,id,likes,replies,retweets,text,timestamp,url,user,action
Naheed Nenshi,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Happy New Year! This year, let's all do <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>! Please visit and share www. <a class=""twitter-timeline-link"" data-expanded-url=""http://www.ThreeThingsforCanada.ca"" dir=""ltr"" href=""https://t.co/7Jmow1cgp5"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.ThreeThingsforCanada.ca""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">ThreeThingsforCanada.ca</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://youtu.be/FVOBtEKzfaQ"" dir=""ltr"" href=""https://t.co/ASZ9aDNtfJ"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/FVOBtEKzfaQ""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/FVOBtEKzfaQ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",8.16E+17,99,10,88,"Happy New Year! This year, let's all do #3ThingsforCanada! Please visit and share www. http://www.ThreeThingsforCanada.ca https://youtu.be/FVOBtEKzfaQ ",2017-01-01T22:44:53,/nenshi/status/815690285095129089,nenshi,n
Cheri Macaulay,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I'm contemplating my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> in 2017...will you join me? Follow <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""809424682940121088"" dir=""ltr"" href=""/3ThingsCanada""><s>@</s><b>3ThingsCanada</b></a> for inspiration. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/8mW7pm6bgF"">pic.twitter.com/8mW7pm6bgF</a></p>",8.17E+17,11,1,2,I'm contemplating my #3ThingsforCanada in 2017...will you join me? Follow @3ThingsCanada for inspiration. #Canada150pic.twitter.com/8mW7pm6bgF,2017-01-05T19:40:13,/cheriyyc/status/817093364617093120,cheriyyc,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Here's a Thing you can do right here and now: honour the efforts of a community volunteer or organization. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nonprofitvoice/status/817074497106968577"" dir=""ltr"" href=""https://t.co/Aggcgwjold"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nonprofitvoice/status/817074497106968577""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nonprofitvoice</span><span class=""invisible"">/status/817074497106968577</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.17E+17,6,0,10,Here's a Thing you can do right here and now: honour the efforts of a community volunteer or organization. #3ThingsforCanada #Canada150https://twitter.com/nonprofitvoice/status/817074497106968577 …,2017-01-05T18:42:23,/3ThingsCanada/status/817078811057496064,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Need funding to get your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> off the ground? Check out your local community foundation's grant program for 2017. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/calgfoundation/status/817053387191648256"" dir=""ltr"" href=""https://t.co/864J0o7RxQ"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/calgfoundation/status/817053387191648256""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/calgfoundation</span><span class=""invisible"">/status/817053387191648256</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.17E+17,5,0,4,Need funding to get your #3ThingsforCanada off the ground? Check out your local community foundation's grant program for 2017. #Canada150https://twitter.com/calgfoundation/status/817053387191648256 …,2017-01-05T17:27:57,/3ThingsCanada/status/817060078494720000,3ThingsCanada,n
Katya S,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ResilientCalgary?src=hash""><s>#</s><b>ResilientCalgary</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> Improve your neighbourhood, your nation, and your world.<a class=""twitter-timeline-link"" data-expanded-url=""http://www.threethingsforcanada.ca/"" dir=""ltr"" href=""https://t.co/uP0khTGDhx"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.threethingsforcanada.ca/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">threethingsforcanada.ca</span><span class=""invisible"">/</span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> .<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2774271739"" dir=""ltr"" href=""/100ResCities""><s>@</s><b>100rescities</b></a></p>",8.17E+17,1,0,1,"#ResilientCalgary #3thingsforcanada Improve your neighbourhood, your nation, and your world.http://www.threethingsforcanada.ca/  .@100rescities",2017-01-05T15:48:47,/reskatya/status/817035122171998208,reskatya,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Wow, we can't wait to hear more about your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3687641894"" dir=""ltr"" href=""/grade3dds""><s>@</s><b>grade3dds</b></a>! Maybe you'll inspire other schools to join in. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/grade3dds/status/816346409372827648"" dir=""ltr"" href=""https://t.co/EdXvhAhrtp"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/grade3dds/status/816346409372827648""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/grade3dds/stat</span><span class=""invisible"">us/816346409372827648</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.17E+17,5,0,2,"Wow, we can't wait to hear more about your #3ThingsforCanada, @grade3dds! Maybe you'll inspire other schools to join in. #Canada150https://twitter.com/grade3dds/status/816346409372827648 …",2017-01-04T15:17:11,/3ThingsCanada/status/816664782220558336,3ThingsCanada,n
kildarescalgary,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Happy New Year! This year, let's all do <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>! Please visit and... <a class=""twitter-timeline-link"" data-expanded-url=""http://ln.is/D2ZCn"" dir=""ltr"" href=""https://t.co/8W5Tw6IGc9"" rel=""nofollow noopener"" target=""_blank"" title=""http://ln.is/D2ZCn""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ln.is/D2ZCn</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> by <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CherylHerperger?src=hash""><s>#</s><b>CherylHerperger</b></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""750282011160481792"" dir=""ltr"" href=""/c0nvey""><s>@</s><b>c0nvey</b></a></p>",8.16E+17,1,0,0,"Happy New Year! This year, let's all do #3ThingsforCanada! Please visit and... http://ln.is/D2ZCn  by #CherylHerperger via @c0nvey",2017-01-04T03:27:59,/KildaresCalgary/status/816486303982354438,KildaresCalgary,n
Kris Hans  ??,214,8.16E+17,1,0,0,Great start to 2017! Received our Free 2017 Parks Canada Discovery Pass! Get yours at http://www.commandesparcs-parksorders.ca/webapp/wcs/stores/servlet/CategoryDisplay?storeId=22953&urlLangId=-1&beginIndex=0&urlRequestType=Base&categoryId=216870&pageView=grid&langId=-1&catalogId=53407 … #Canada150 #3ThingsforCanada pic.twitter.com/4wyyXcKNM8,2017-01-04T01:45:17,/KrisHans/status/816460461369503744,KrisHans,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Mentoring: what a gift that would be to your neighbourhood, your nation, the world! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/albertamentors/status/819271452662910989"" dir=""ltr"" href=""https://t.co/yHYeOv1DSX"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/albertamentors/status/819271452662910989""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/albertamentors</span><span class=""invisible"">/status/819271452662910989</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.20E+17,4,0,7,"Mentoring: what a gift that would be to your neighbourhood, your nation, the world! #3thingsforcanada https://twitter.com/albertamentors/status/819271452662910989 …",2017-01-12T23:22:21,/3ThingsCanada/status/819685981901099008,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Taking <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> coast to coast to coast, starting with <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""198324664"" dir=""ltr"" href=""/CityOfVictoria""><s>@</s><b>CityofVictoria</b></a> - what will your city's gifts be? <a class=""twitter-timeline-link"" data-expanded-url=""http://www.victoria.ca/assets/City~Hall/Media~Releases/2017/2017Jan11_MR_Do%203%20Things%20for%20Canada%20to%20Celebrate%20our%20Country's%20Birthday.pdf"" dir=""ltr"" href=""https://t.co/t6qgv6NMW7"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.victoria.ca/assets/City~Hall/Media~Releases/2017/2017Jan11_MR_Do%203%20Things%20for%20Canada%20to%20Celebrate%20our%20Country's%20Birthday.pdf""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">victoria.ca/assets/City~Ha</span><span class=""invisible"">ll/Media~Releases/2017/2017Jan11_MR_Do%203%20Things%20for%20Canada%20to%20Celebrate%20our%20Country's%20Birthday.pdf</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.20E+17,3,0,4,"Taking #3thingsforcanada coast to coast to coast, starting with @CityofVictoria - what will your city's gifts be? http://www.victoria.ca/assets/City~Hall/Media~Releases/2017/2017Jan11_MR_Do%203%20Things%20for%20Canada%20to%20Celebrate%20our%20Country's%20Birthday.pdf …",2017-01-12T23:20:04,/3ThingsCanada/status/819685408216739840,3ThingsCanada,n
Calgary Food Bank,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Looking forward to seeing <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> activities <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""809424682940121088"" dir=""ltr"" href=""/3ThingsCanada""><s>@</s><b>3ThingsCanada</b></a>! What a great idea!!</p>",8.19E+17,4,0,1,Looking forward to seeing #3thingsforcanada activities @3ThingsCanada! What a great idea!!,2017-01-11T22:53:20,/CalgaryFoodBank/status/819316290808487936,CalgaryFoodBank,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Think, do then don't forget to share your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> with us. Your actions have the power to inspire others to join.</p>",8.19E+17,1,0,0,"Think, do then don't forget to share your #3ThingsforCanada with us. Your actions have the power to inspire others to join.",2017-01-11T22:37:45,/3ThingsCanada/status/819312368446410754,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Welcome to <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""198324664"" dir=""ltr"" href=""/CityOfVictoria""><s>@</s><b>cityofVictoria</b></a>! We're gonna do such great Things together for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a>.<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/cityofvictoria/status/819235014709805061"" dir=""ltr"" href=""https://t.co/75TYXtSMuc"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/cityofvictoria/status/819235014709805061""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/cityofvictoria</span><span class=""invisible"">/status/819235014709805061</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.19E+17,2,0,0,"Welcome to #3ThingsforCanada, @cityofVictoria! We're gonna do such great Things together for #Canada150.https://twitter.com/cityofvictoria/status/819235014709805061 …",2017-01-11T22:30:06,/3ThingsCanada/status/819310442237476864,3ThingsCanada,n
Alberta Mentors,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mentors don't just change lives. They change the world. Make mentoring one of your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> this year. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MentoringMonth?src=hash""><s>#</s><b>MentoringMonth</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Z9j9PkW2WO"">pic.twitter.com/Z9j9PkW2WO</a></p>",8.19E+17,61,2,44,Mentors don't just change lives. They change the world. Make mentoring one of your #3ThingsforCanada this year. #MentoringMonth @nenshipic.twitter.com/Z9j9PkW2WO,2017-01-11T19:55:10,/AlbertaMentors/status/819271452662910989,AlbertaMentors,n
City of Victoria,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Do <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> to improve or support your neighbourhood to mark Canada’s 150th <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyj?src=hash""><s>#</s><b>yyj</b></a>!  <a class=""twitter-timeline-link"" data-expanded-url=""http://www.victoria.ca/3thingsforcanada"" dir=""ltr"" href=""https://t.co/BZXU12OrkP"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.victoria.ca/3thingsforcanada""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">victoria.ca/3thingsforcana</span><span class=""invisible"">da</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""809424682940121088"" dir=""ltr"" href=""/3ThingsCanada""><s>@</s><b>3ThingsCanada</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/XGotWtVl0W"">pic.twitter.com/XGotWtVl0W</a></p>",8.19E+17,4,0,2,Do #3thingsforcanada to improve or support your neighbourhood to mark Canada’s 150th #yyj!  http://www.victoria.ca/3thingsforcanada … @3ThingsCanadapic.twitter.com/XGotWtVl0W,2017-01-11T17:30:22,/CityOfVictoria/status/819235014709805061,CityOfVictoria,n
